4.320000e-11
0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.600000e+03,0.000000e+00,9.990498e-01,9.501993e-04,1.831637e-128,1.139656e-139
7.200000e+03,0.000000e+00,9.986347e-01,1.365309e-03,2.319709e-101,1.632216e-110
1.080000e+04,0.000000e+00,9.983196e-01,1.680353e-03,1.912215e-85,2.985932e-93
1.440000e+04,0.000000e+00,9.980552e-01,1.944808e-03,2.252215e-75,1.474489e-82
1.800000e+04,0.000000e+00,9.978228e-01,2.177233e-03,1.534767e-67,3.750188e-74
2.160000e+04,0.000000e+00,9.976130e-01,2.387022e-03,2.436880e-61,1.732494e-67
2.520000e+04,0.000000e+00,9.974203e-01,2.579716e-03,2.635950e-56,4.452911e-62
2.880000e+04,0.000000e+00,9.972411e-01,2.758906e-03,4.225530e-52,1.484080e-57
3.240000e+04,0.000000e+00,9.970729e-01,2.927079e-03,1.656871e-48,1.111668e-53
3.600000e+04,0.000000e+00,9.969140e-01,3.086040e-03,2.104975e-45,2.500577e-50
3.960000e+04,0.000000e+00,9.967628e-01,3.237151e-03,1.075299e-42,2.120263e-47
4.320000e+04,0.000000e+00,9.966185e-01,3.381465e-03,2.613193e-40,8.112424e-45
4.680000e+04,0.000000e+00,9.964802e-01,3.519822e-03,3.426207e-38,1.600964e-42
5.040000e+04,0.000000e+00,9.963471e-01,3.652900e-03,2.674412e-36,1.810127e-40
5.400000e+04,0.000000e+00,9.962187e-01,3.781258e-03,1.345713e-34,1.276950e-38
5.760000e+04,0.000000e+00,9.960946e-01,3.905363e-03,4.653800e-33,6.021953e-37
6.120000e+04,0.000000e+00,9.959744e-01,4.025610e-03,1.163308e-31,2.002932e-35
6.480000e+04,0.000000e+00,9.958577e-01,4.142335e-03,2.193476e-30,4.918748e-34
6.840000e+04,0.000000e+00,9.957442e-01,4.255829e-03,3.231966e-29,9.263556e-33
7.200000e+04,0.000000e+00,9.956337e-01,4.366345e-03,3.831252e-28,1.380035e-31
7.560000e+04,0.000000e+00,9.955259e-01,4.474105e-03,3.746128e-27,1.670220e-30
7.920000e+04,0.000000e+00,9.954207e-01,4.579303e-03,3.086126e-26,1.679923e-29
8.280000e+04,0.000000e+00,9.953179e-01,4.682113e-03,2.181559e-25,1.431968e-28
8.640000e+04,0.000000e+00,9.952173e-01,4.782690e-03,1.344355e-24,1.052156e-27
