4.320000e-11
0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.600000e+03,0.000000e+00,1.844624e-01,8.155374e-01,1.928707e-07,3.065657e-64
7.200000e+03,0.000000e+00,1.844624e-01,8.155372e-01,3.857441e-07,5.013501e-64
1.080000e+04,0.000000e+00,1.844624e-01,8.155371e-01,5.786170e-07,1.088247e-63
1.440000e+04,0.000000e+00,1.844623e-01,8.155369e-01,7.714897e-07,1.903267e-63
1.800000e+04,0.000000e+00,1.844623e-01,8.155367e-01,9.643622e-07,3.040577e-63
2.160000e+04,0.000000e+00,1.844623e-01,8.155366e-01,1.157234e-06,7.574390e-63
2.520000e+04,0.000000e+00,1.844622e-01,8.155364e-01,1.350106e-06,1.315778e-62
2.880000e+04,0.000000e+00,1.844622e-01,8.155363e-01,1.542977e-06,3.030777e-62
3.240000e+04,0.000000e+00,1.844622e-01,8.155361e-01,1.735848e-06,5.177177e-62
3.600000e+04,0.000000e+00,1.844621e-01,8.155360e-01,1.928719e-06,8.643181e-62
3.960000e+04,0.000000e+00,1.844621e-01,8.155358e-01,2.121589e-06,1.318358e-61
4.320000e+04,0.000000e+00,1.844620e-01,8.155356e-01,2.314459e-06,2.381952e-61
4.680000e+04,0.000000e+00,1.844620e-01,8.155355e-01,2.507329e-06,3.974380e-61
5.040000e+04,0.000000e+00,1.844620e-01,8.155353e-01,2.700198e-06,6.131844e-61
5.400000e+04,0.000000e+00,1.844619e-01,8.155352e-01,2.893067e-06,1.024697e-60
5.760000e+04,0.000000e+00,1.844619e-01,8.155350e-01,3.085936e-06,1.493607e-60
6.120000e+04,0.000000e+00,1.844619e-01,8.155349e-01,3.278804e-06,2.234187e-60
6.480000e+04,0.000000e+00,1.844618e-01,8.155347e-01,3.471672e-06,3.577848e-60
6.840000e+04,0.000000e+00,1.844618e-01,8.155345e-01,3.664540e-06,5.323785e-60
7.200000e+04,0.000000e+00,1.844618e-01,8.155344e-01,3.857407e-06,7.517156e-60
7.560000e+04,0.000000e+00,1.844617e-01,8.155342e-01,4.050274e-06,1.120750e-59
7.920000e+04,0.000000e+00,1.844617e-01,8.155341e-01,4.243141e-06,1.647532e-59
8.280000e+04,0.000000e+00,1.844617e-01,8.155339e-01,4.436007e-06,2.379083e-59
8.640000e+04,0.000000e+00,1.844616e-01,8.155338e-01,4.628873e-06,3.252736e-59
