4.320000e-11
0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.600000e+03,0.000000e+00,9.664836e-01,3.351636e-02,9.669257e-29,3.409111e-89
7.200000e+03,0.000000e+00,9.530872e-01,4.691284e-02,7.693458e-18,1.290510e-73
1.080000e+04,0.000000e+00,9.430097e-01,5.699030e-02,1.050544e-13,1.163075e-66
1.440000e+04,0.000000e+00,9.346458e-01,6.535418e-02,1.653640e-11,1.728260e-62
1.800000e+04,0.000000e+00,9.273748e-01,7.262522e-02,3.946347e-10,1.322938e-59
2.160000e+04,0.000000e+00,9.208786e-01,7.912139e-02,3.545007e-09,1.924294e-57
2.520000e+04,0.000000e+00,9.149686e-01,8.503141e-02,1.793979e-08,9.875314e-56
2.880000e+04,0.000000e+00,9.095218e-01,9.047810e-02,6.288352e-08,2.499968e-54
3.240000e+04,0.000000e+00,9.044531e-01,9.554672e-02,1.716510e-07,3.815326e-53
3.600000e+04,0.000000e+00,8.997004e-01,1.002993e-01,3.919313e-07,3.988329e-52
3.960000e+04,0.000000e+00,8.952168e-01,1.047824e-01,7.839963e-07,3.112897e-51
4.320000e+04,0.000000e+00,8.909660e-01,1.090325e-01,1.417589e-06,1.926707e-50
4.680000e+04,0.000000e+00,8.869193e-01,1.130784e-01,2.368434e-06,9.883751e-50
5.040000e+04,0.000000e+00,8.830530e-01,1.169432e-01,3.714971e-06,4.343021e-49
5.400000e+04,0.000000e+00,8.793481e-01,1.206464e-01,5.535599e-06,1.676105e-48
5.760000e+04,0.000000e+00,8.757884e-01,1.242037e-01,7.906530e-06,5.793933e-48
6.120000e+04,0.000000e+00,8.723602e-01,1.276289e-01,1.090024e-05,1.822190e-47
6.480000e+04,0.000000e+00,8.690521e-01,1.309333e-01,1.458439e-05,5.279677e-47
6.840000e+04,0.000000e+00,8.658539e-01,1.341271e-01,1.902125e-05,1.424147e-46
7.200000e+04,0.000000e+00,8.627570e-01,1.372187e-01,2.426732e-05,3.606648e-46
7.560000e+04,0.000000e+00,8.597538e-01,1.402158e-01,3.037328e-05,8.636855e-46
7.920000e+04,0.000000e+00,8.568375e-01,1.431251e-01,3.738410e-05,1.967455e-45
8.280000e+04,0.000000e+00,8.540023e-01,1.459523e-01,4.533923e-05,4.285656e-45
8.640000e+04,0.000000e+00,8.512429e-01,1.487028e-01,5.427286e-05,8.965806e-45
