3.921739e-10
0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00
3.600000e+03,8.034881e-08,1.406611e-06,2.867768e-01,7.481039e-02
7.200000e+03,8.041116e-08,7.231625e-07,5.185235e-02,3.097348e-01
1.080000e+04,8.042326e-08,1.314988e-07,9.431143e-03,3.521560e-01
1.440000e+04,8.042551e-08,2.474873e-08,1.777358e-03,3.598098e-01
1.800000e+04,8.042595e-08,5.488306e-09,3.964204e-04,3.611907e-01
2.160000e+04,8.042607e-08,2.013042e-09,1.472495e-04,3.614399e-01
2.520000e+04,8.042613e-08,1.385784e-09,1.022757e-04,3.614849e-01
2.880000e+04,8.042617e-08,1.272374e-09,9.414362e-05,3.614930e-01
3.240000e+04,8.042622e-08,1.251673e-09,9.265873e-05,3.614945e-01
3.600000e+04,8.042626e-08,1.247699e-09,9.237314e-05,3.614948e-01
3.960000e+04,8.042631e-08,1.246744e-09,9.230395e-05,3.614948e-01
4.320000e+04,8.042635e-08,1.246333e-09,9.227380e-05,3.614949e-01
4.680000e+04,8.042640e-08,1.246020e-09,9.225071e-05,3.614949e-01
5.040000e+04,8.042644e-08,1.245725e-09,9.222889e-05,3.614949e-01
5.400000e+04,8.042648e-08,1.245434e-09,9.220732e-05,3.614949e-01
5.760000e+04,8.042653e-08,1.245143e-09,9.218580e-05,3.614950e-01
6.120000e+04,8.042657e-08,1.244853e-09,9.216430e-05,3.614950e-01
6.480000e+04,8.042662e-08,1.244562e-09,9.214280e-05,3.614950e-01
6.840000e+04,8.042666e-08,1.244272e-09,9.212132e-05,3.614950e-01
7.200000e+04,8.042670e-08,1.243982e-09,9.209985e-05,3.614950e-01
7.560000e+04,8.042675e-08,1.243692e-09,9.207839e-05,3.614951e-01
7.920000e+04,8.042679e-08,1.243402e-09,9.205693e-05,3.614951e-01
8.280000e+04,8.042684e-08,1.243113e-09,9.203549e-05,3.614951e-01
8.640000e+04,8.042688e-08,1.242823e-09,9.201406e-05,3.614951e-01
