1.005882e-11
0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.600000e+03,0.000000e+00,1.472033e-01,7.398826e-02,3.812232e-01,3.973188e-01,2.665230e-04
7.200000e+03,0.000000e+00,4.019872e-02,2.419056e-02,3.051489e-01,6.273744e-01,3.087442e-03
1.080000e+04,0.000000e+00,1.862784e-02,1.347704e-02,2.593764e-01,7.002408e-01,8.277911e-03
1.440000e+04,0.000000e+00,1.358553e-02,1.081555e-02,2.414485e-01,7.197144e-01,1.443602e-02
1.800000e+04,0.000000e+00,1.222451e-02,1.005404e-02,2.345234e-01,7.223046e-01,2.089338e-02
2.160000e+04,0.000000e+00,1.178968e-02,9.791053e-03,2.312904e-01,7.197152e-01,2.741367e-02
2.520000e+04,0.000000e+00,1.160846e-02,9.668137e-03,2.292300e-01,7.155725e-01,3.392091e-02
2.880000e+04,0.000000e+00,1.150041e-02,9.586283e-03,2.275382e-01,7.109834e-01,4.039173e-02
3.240000e+04,0.000000e+00,1.141428e-02,9.516920e-03,2.259662e-01,7.062834e-01,4.681924e-02
3.600000e+04,0.000000e+00,1.133508e-02,9.451613e-03,2.244381e-01,7.015737e-01,5.320156e-02
3.960000e+04,0.000000e+00,1.125833e-02,9.387844e-03,2.229308e-01,6.968847e-01,5.953836e-02
4.320000e+04,0.000000e+00,1.118270e-02,9.324854e-03,2.214373e-01,6.922254e-01,6.582977e-02
4.680000e+04,0.000000e+00,1.110778e-02,9.262413e-03,2.199554e-01,6.875983e-01,7.207605e-02
5.040000e+04,0.000000e+00,1.103346e-02,9.200449e-03,2.184845e-01,6.830041e-01,7.827752e-02
5.400000e+04,0.000000e+00,1.095968e-02,9.138939e-03,2.170241e-01,6.784428e-01,8.443448e-02
5.760000e+04,0.000000e+00,1.088644e-02,9.077872e-03,2.155743e-01,6.739141e-01,9.054728e-02
6.120000e+04,0.000000e+00,1.081372e-02,9.017245e-03,2.141349e-01,6.694179e-01,9.661621e-02
6.480000e+04,0.000000e+00,1.074153e-02,8.957053e-03,2.127058e-01,6.649540e-01,1.026416e-01
6.840000e+04,0.000000e+00,1.066985e-02,8.897292e-03,2.112870e-01,6.605221e-01,1.086238e-01
7.200000e+04,0.000000e+00,1.059869e-02,8.837961e-03,2.098783e-01,6.561221e-01,1.145630e-01
7.560000e+04,0.000000e+00,1.052804e-02,8.779055e-03,2.084797e-01,6.517535e-01,1.204596e-01
7.920000e+04,0.000000e+00,1.045789e-02,8.720572e-03,2.070912e-01,6.474164e-01,1.263139e-01
8.280000e+04,0.000000e+00,1.038825e-02,8.662509e-03,2.057127e-01,6.431103e-01,1.321262e-01
8.640000e+04,0.000000e+00,1.031911e-02,8.604862e-03,2.043440e-01,6.388352e-01,1.378968e-01
