0.169824365	0.954992586
0.489778819	0.954992586
1.77827941	1.348962883
7.58577575	1.479108388
36.30780548	2.187761624
107.1519305	3.548133892
524.8074602	9.120108394
1000	14.79108388
26.91534804	3.16227766
107.1519305	3.981071706
380.1893963	6.60693448
1819.700859	19.05460718
199.5262315	7.413102413
616.5950019	6.165950019
1000	8.912509381
5011.872336	36.30780548
30199.5172	56.23413252
0.812830516	2.13796209
2.089296131	3.235936569
8.511380382	4.570881896
42.65795188	4.365158322
89.12509381	6.760829754
10232.92992	10
7413.102413	29.51209227
16595.86907	14.79108388
2511.886432	12.88249552
1479.108388	12.02264435
758.577575	11.22018454
2089.296131	7.244359601
331.1311215	7.244359601
87.096359	5.495408739
29.51209227	3.16227766
40.73802778	2.754228703
10.47128548	2.691534804
1348.962883	13.48962883
10232.92992	13.48962883
281.8382931	7.244359601
6.309573445	1.9498446
29.51209227	5.754399373
87.096359	11.48153621
89.12509381	11.48153621
91.20108394	11.48153621
100	12.88249552
81.28305162	13.80384265
141.2537545	14.79108388
169.8243652	18.19700859
295.1209227	19.498446
245.4708916	21.87761624
389.045145	28.84031503
501.1872336	35.48133892
1148.153621	48.97788194
1258.925412	53.70317964
1862.087137	64.5654229
1995.262315	77.62471166
4897.788194	95.4992586
7413.102413	56.23413252
2089.296131	11.22018454
977.237221	17.7827941
10232.92992	35.48133892
40.73802778	2.691534804
0.851138038	2.570395783
3.235936569	1.412537545
39.81071706	2.238721139
812.8305162	17.7827941
3162.27766	22.38721139
0.489778819	0.537031796
7.58577575	0.851138038
107.1519305	2.454708916
1000	16.98243652
0.426579519	1.174897555
2089.296131	25.11886432
2089.296131	6.918309709
29.51209227	3.01995172
40.73802778	2.691534804
40.73802778	2.754228703
125.8925412	6.309573445
154.8816619	5.495408739
630.9573445	9.77237221
1348.962883	18.19700859
4168.693835	36.30780548
12882.49552	75.8577575
30199.5172	69.18309709
123026.8771	239.8832919
309029.5433	229.0867653
1.412537545	2.344228815
3.388441561	3.715352291
9.120108394	3.715352291
0.052480746	1.288249552
0.851138038	1.258925412
0.954992586	1.819700859
0.537031796	1.584893192
0.45708819	1.513561248
0.263026799	1.258925412
0.181970086	1.230268771
0.125892541	1.148153621

